date, own_capital, borrowed_capital, assets, lt_liabilities, current_liability, current_asset, non_current_assets, long_credits
2007-08-10, 111926554.43, 6559585.22, 61508998.60, 278068164.77, 274808733.95, 5545721.39, 55963277.22, 3259430.83
2007-08-11, 124253367.78, 3085339.62, 66729698.05, 286656331.40, 282340324.55, 4603014.16, 62126683.89, 4316006.85
2007-08-12, 103962542.23, 4281049.62, 56818105.49, 301480654.45, 296418768.53, 4836834.38, 51981271.11, 5061885.91
2007-08-13, 145504092.34, 6732480.23, 80037497.66, 396193433.78, 393077884.80, 7285451.50, 72752046.17, 3115548.98
2007-08-14, 119500247.12, 7673907.73, 63569596.86, 507774546.35, 504942489.09, 3819473.30, 59750123.56, 2832057.26
2007-08-15, 123664790.39, 5839618.79, 67308557.85, 144891438.71, 141965140.64, 5476162.65, 61832395.20, 2926298.07
2007-08-16, 139768550.36, 5539764.60, 73881371.67, 586532451.80, 582026656.82, 3997096.49, 69884275.18, 4505794.98
2007-08-17, 98824295.40, 3840971.46, 56756250.88, 231427801.57, 228176342.95, 7344103.18, 49412147.70, 3251458.62
2007-08-18, 45647997.76, 5832914.57, 29995437.26, 309574787.28, 307412850.57, 7171438.38, 22823998.88, 2161936.71
2007-08-19, 90054196.68, 5435786.56, 50864867.32, 315498814.72, 312699286.14, 5837768.98, 45027098.34, 2799528.58
2007-08-20, 12627122.69, 4103444.59, 9612005.66, 162453852.74, 160363564.39, 3298444.31, 6313561.35, 2090288.35
2007-08-21, 127800208.08, 4150966.84, 67548609.85, 306118965.78, 303526812.12, 3648505.81, 63900104.04, 2592153.65
2007-08-22, 81902104.23, 4329866.33, 44326360.67, 629336522.57, 625997963.27, 3375308.55, 40951052.12, 3338559.30
2007-08-23, 151302388.33, 5833138.31, 79449633.18, 605260351.60, 602840387.66, 3798439.01, 75651194.17, 2419963.94
2007-08-24, 164376496.98, 3601143.99, 89512449.98, 93184934.53, 88482410.49, 7324201.49, 82188248.49, 4702524.04
2007-08-25, 143745194.92, 4238398.65, 76477770.83, 281015500.23, 277231806.16, 4605173.36, 71872597.46, 3783694.07
2007-08-26, 97768191.58, 6629541.90, 53388730.82, 269314053.56, 264345395.34, 4504635.03, 48884095.79, 4968658.22
2007-08-27, 91363606.59, 6097164.97, 51120088.98, 68832895.28, 65550856.31, 5438285.68, 45681803.30, 3282038.97
2007-08-28, 128086812.77, 6831296.98, 67703350.04, 343317932.28, 338519524.19, 3659943.65, 64043406.39, 4798408.09
2007-08-29, 101798655.81, 4448469.27, 56174913.54, 544261552.01, 540066679.44, 5275585.64, 50899327.91, 4194872.57
2007-08-30, 144046161.36, 4422114.76, 76908552.97, 338177476.87, 333944992.13, 4885472.29, 72023080.68, 4232484.74
2007-08-31, 62052691.94, 4891673.40, 37653364.93, 627937423.25, 624082949.34, 6627018.96, 31026345.97, 3854473.91
2007-09-01, 89259820.00, 6256905.24, 50875391.34, 194138127.77, 191194735.59, 6245481.35, 44629910.00, 2943392.18
2007-09-02, 64685060.76, 5509378.49, 37819916.61, 11358818.07, 7721367.36, 5477386.23, 32342530.38, 3637450.71
2007-09-03, 36247504.85, 6213560.95, 25212219.07, 442163296.95, 439156553.04, 7088466.65, 18123752.43, 3006743.91
2007-09-04, 107520153.81, 5239737.36, 60783207.71, 760512990.43, 756711906.77, 7023130.80, 53760076.90, 3801083.66
2007-09-05, 81422658.09, 4154457.66, 47423922.98, 635413404.83, 630736492.16, 6712593.93, 40711329.04, 4676912.67
2007-09-06, 114370613.14, 5410229.73, 62684534.62, 711890423.41, 706943121.27, 5499228.05, 57185306.57, 4947302.13
2007-09-07, 145592885.55, 4508250.93, 77646267.55, 27114656.06, 24381001.58, 4849824.77, 72796442.78, 2733654.48
2007-09-08, 83009372.33, 6352550.99, 47028854.04, 215527707.12, 211637235.42, 5524167.88, 41504686.16, 3890471.70
2007-09-09, 128777001.06, 6221049.12, 69238792.00, 377325535.83, 373035720.95, 4850291.47, 64388500.53, 4289814.89
2007-09-10, 45282946.46, 7275744.34, 30045441.90, 29440572.45, 24649627.48, 7403968.67, 22641473.23, 4790944.97
2007-09-11, 19464251.39, 6042864.51, 14083319.84, 217007238.24, 213545904.23, 4351194.15, 9732125.70, 3461334.01
2007-09-12, 20552370.34, 4505138.28, 15686830.97, 13648930.77, 9283793.42, 5410645.80, 10276185.17, 4365137.35
2007-09-13, 142912901.13, 3578726.87, 76478729.77, 287503779.22, 282615839.60, 5022279.21, 71456450.57, 4887939.62
2007-09-14, 22978213.26, 7251148.81, 18244456.00, 622366043.28, 618280179.42, 6755349.37, 11489106.63, 4085863.85
2007-09-15, 45837794.97, 5222596.62, 29540502.28, 355978599.89, 352607962.42, 6621604.80, 22918897.49, 3370637.48
2007-09-16, 96433950.87, 6390556.51, 52745894.57, 823986688.35, 821339890.50, 4528919.14, 48216975.43, 2646797.85
2007-09-17, 171297572.67, 5770198.34, 91514040.01, 521064028.58, 517607499.30, 5865253.67, 85648786.33, 3456529.28
2007-09-18, 172233827.62, 5419907.14, 92840486.02, 112037143.41, 109039430.47, 6723572.21, 86116913.81, 2997712.94
2007-09-19, 53992054.66, 6477470.62, 32771657.89, 457487418.43, 454462526.84, 5775630.56, 26996027.33, 3024891.59
2007-09-20, 101579626.59, 4216028.04, 55055076.11, 840152845.13, 835795706.73, 4265262.82, 50789813.30, 4357138.40
2007-09-21, 23322764.67, 5233555.20, 15715666.29, 394002051.82, 390977873.73, 4054283.96, 11661382.33, 3024178.09
2007-09-22, 117648792.44, 4665366.44, 65081643.40, 623317406.85, 620903850.54, 6257247.18, 58824396.22, 2413556.31
2007-09-23, 154795314.74, 5605455.26, 82863571.36, 716272493.25, 712847641.95, 5465913.99, 77397657.37, 3424851.30
2007-09-24, 95296108.27, 6980880.84, 52845818.55, 230562943.98, 227519016.02, 5197764.42, 47648054.13, 3043927.96
2007-09-25, 66831852.83, 5321179.68, 37295609.26, 787920336.97, 784091839.66, 3879682.85, 33415926.41, 3828497.31
2007-09-26, 106611590.10, 5874624.11, 60504981.82, 568788186.20, 565534574.83, 7199186.77, 53305795.05, 3253611.37
2007-09-27, 124056172.08, 6196831.36, 67670937.13, 353866623.96, 350291114.79, 5642851.09, 62028086.04, 3575509.17
2007-09-28, 166399566.23, 4593349.21, 88553288.97, 689332964.09, 686925399.51, 5353505.85, 83199783.12, 2407564.58
2007-09-29, 93679249.27, 7000503.45, 52649685.31, 318564269.48, 314382761.29, 5810060.68, 46839624.64, 4181508.19
2007-09-30, 68051538.83, 4302096.94, 38384990.74, 467182404.95, 463819174.48, 4359221.32, 34025769.42, 3363230.46
2007-10-01, 87923392.26, 4726849.73, 48718829.94, 899321065.42, 895605217.35, 4757133.81, 43961696.13, 3715848.07
2007-10-02, 146490003.41, 6606508.95, 78419615.63, 715946517.07, 712769746.65, 5174613.93, 73245001.71, 3176770.42
2007-10-03, 26748522.82, 7028434.69, 18105238.00, 875684503.85, 872173177.40, 4730976.59, 13374261.41, 3511326.45
2007-10-04, 106793254.90, 7175175.45, 58664677.03, 582686434.72, 579930547.58, 5268049.58, 53396627.45, 2755887.13
2007-10-05, 167246603.39, 3821540.95, 88187593.52, 911880999.45, 909246933.51, 4564291.82, 83623301.69, 2634065.94
2007-10-06, 168201615.95, 5658478.07, 88477559.59, 592473492.16, 588268058.27, 4376751.62, 84100807.98, 4205433.89
2007-10-07, 121129308.78, 7192269.78, 66760187.26, 74857496.15, 70544596.31, 6195532.87, 60564654.39, 4312899.83
2007-10-08, 97854792.41, 6157762.42, 55769166.23, 640279567.18, 636657157.12, 6841770.02, 48927396.21, 3622410.06
2007-10-09, 68142883.78, 5788622.54, 38505234.13, 838686763.33, 835317301.17, 4433792.24, 34071441.89, 3369462.16
2007-10-10, 123860367.27, 4018626.42, 68317567.04, 428917924.20, 425285844.89, 6387383.41, 61930183.63, 3632079.32
2007-10-11, 30458205.06, 6803084.37, 21482730.20, 630653038.37, 626002921.02, 6253627.67, 15229102.53, 4650117.35
2007-10-12, 155901012.84, 3732819.20, 85028627.63, 111715650.19, 109150367.30, 7078121.21, 77950506.42, 2565282.89
2007-10-13, 116858925.41, 6150028.07, 64556725.59, 516557835.58, 512622115.18, 6127262.88, 58429462.71, 3935720.40
2007-10-14, 21335220.36, 7139341.29, 16255266.39, 658100283.26, 654819963.74, 5587656.21, 10667610.18, 3280319.52
2007-10-15, 19082137.37, 4761659.36, 15251062.95, 593424552.00, 590815998.83, 5709994.26, 9541068.68, 2608553.17
2007-10-16, 46793962.21, 7129133.24, 28854393.10, 11510671.92, 7116119.44, 5457412.00, 23396981.11, 4394552.48
2007-10-17, 90488622.42, 5895403.36, 49033760.93, 231664387.28, 228921499.01, 3789449.72, 45244311.21, 2742888.27
2007-10-18, 165580891.83, 4025371.67, 87596857.64, 389050631.91, 384466546.69, 4806411.72, 82790445.91, 4584085.22
2007-10-19, 65447633.72, 5249728.69, 37135027.58, 303905688.99, 300507619.25, 4411210.72, 32723816.86, 3398069.74
2007-10-20, 29041967.69, 6708909.89, 20256909.22, 208153999.40, 203616304.64, 5735925.37, 14520983.84, 4537694.76
2007-10-21, 54714330.06, 5163629.05, 31172998.42, 166778913.73, 163602344.76, 3815833.39, 27357165.03, 3176568.97
2007-10-22, 173660253.56, 4058766.11, 91593479.92, 297367994.43, 292950931.06, 4763353.14, 86830126.78, 4417063.37
2007-10-23, 83823056.26, 4190073.64, 47148857.78, 661612151.16, 657116308.19, 5237329.65, 41911528.13, 4495842.97
2007-10-24, 113483963.17, 7010734.62, 63107960.25, 109508507.04, 106563256.46, 6365978.67, 56741981.58, 2945250.58
2007-10-25, 166153235.43, 4115968.71, 86889020.88, 108588292.72, 105610042.45, 3812403.16, 83076617.71, 2978250.27
2007-10-26, 169609703.01, 4235969.45, 90878555.36, 777961959.64, 775269818.70, 6073703.85, 84804851.50, 2692140.93
2007-10-27, 119547524.26, 3958531.74, 63661705.75, 863694108.78, 860201035.12, 3887943.62, 59773762.13, 3493073.66
2007-10-28, 144136844.44, 4343062.69, 77509438.92, 836716945.00, 832551702.68, 5441016.70, 72068422.22, 4165242.32
2007-10-29, 61138641.63, 4462578.46, 34585334.90, 248780001.28, 245937822.15, 4016014.08, 30569320.82, 2842179.13
2007-10-30, 79619899.53, 6321146.20, 46073079.31, 860075087.27, 857511961.65, 6263129.55, 39809949.77, 2563125.62
2007-10-31, 27758383.76, 5779468.10, 19554764.31, 297830376.31, 294784051.52, 5675572.43, 13879191.88, 3046324.79
2007-11-01, 48448179.39, 4638491.14, 30025633.84, 663613290.31, 660287679.49, 5801544.14, 24224089.70, 3325610.83
2007-11-02, 15906608.52, 6013748.11, 13048192.75, 935663084.57, 932326678.59, 5094888.49, 7953304.26, 3336405.98
2007-11-03, 105392049.30, 6508382.57, 56749968.89, 354440150.37, 350720890.23, 4053944.24, 52696024.65, 3719260.14
2007-11-04, 155451289.57, 6631111.78, 84151160.99, 49041944.28, 46283464.36, 6425516.21, 77725644.78, 2758479.93
2007-11-05, 164281316.06, 4819673.76, 89024265.07, 185994742.89, 182890578.35, 6883607.04, 82140658.03, 3104164.55
2007-11-06, 126961184.30, 3989157.39, 69282760.66, 990956593.74, 987078992.33, 5802168.51, 63480592.15, 3877601.41
2007-11-07, 52090610.23, 5712707.07, 30568226.97, 613694419.75, 609779191.40, 4522921.85, 26045305.11, 3915228.36
2007-11-08, 116648807.53, 5093560.24, 63949501.13, 319728022.36, 316809765.74, 5625097.36, 58324403.76, 2918256.62
2007-11-09, 22945354.13, 5985421.40, 16831170.00, 423219648.90, 419154403.14, 5358492.93, 11472677.07, 4065245.76
2007-11-10, 35520359.95, 5061180.97, 22093895.03, 301812321.67, 299161702.30, 4333715.05, 17760179.98, 2650619.37
2007-11-11, 97903194.15, 6600791.82, 53655334.68, 191193421.73, 186828324.29, 4703737.60, 48951597.08, 4365097.45
2007-11-12, 76697610.45, 4890840.56, 42909150.23, 506454739.34, 502260284.23, 4560345.01, 38348805.22, 4194455.11
2007-11-13, 122522212.14, 5270357.45, 65572979.07, 1031861342.04, 1028626506.46, 4311873.00, 61261106.07, 3234835.58
2007-11-14, 67061401.91, 4677089.88, 37869492.65, 407535413.46, 404202935.21, 4338791.69, 33530700.95, 3332478.25
2007-11-15, 86443878.76, 5059873.22, 47529920.70, 60650007.43, 56476372.22, 4307981.32, 43221939.38, 4173635.22
2007-11-16, 149480704.47, 6404639.48, 79369724.77, 447969332.95, 443585428.72, 4629372.53, 74740352.23, 4383904.23
2007-11-17, 65805480.11, 6565530.96, 37299370.97, 636492829.37, 632549609.13, 4396630.92, 32902740.05, 3943220.24
2007-11-18, 147706755.48, 6278887.35, 78726580.24, 558913306.16, 555811882.77, 4873202.50, 73853377.74, 3101423.39
2007-11-19, 172791572.13, 5592448.85, 91981957.58, 597422555.71, 594289415.76, 5586171.51, 86395786.07, 3133139.95
2007-11-20, 44170679.84, 6377399.02, 27500797.76, 734447810.02, 730967594.12, 5415457.84, 22085339.92, 3480215.90
2007-11-21, 104931893.20, 5008954.83, 58273009.70, 847833451.03, 844616373.88, 5807063.10, 52465946.60, 3217077.15
2007-11-22, 84133162.16, 4535530.37, 48597798.14, 751313486.61, 748465015.37, 6531217.06, 42066581.08, 2848471.24
2007-11-23, 124085474.84, 5732204.01, 66536530.43, 561138535.80, 558282813.07, 4493793.01, 62042737.42, 2855722.73
2007-11-24, 140996859.92, 4136980.53, 75732265.54, 676986187.63, 674126546.33, 5233835.58, 70498429.96, 2859641.30
2007-11-25, 163689582.70, 5571331.82, 88408138.12, 79036820.07, 76181092.77, 6563346.77, 81844791.35, 2855727.30
2007-11-26, 89018451.11, 4335529.77, 49090235.79, 560202044.79, 556927549.61, 4581010.23, 44509225.56, 3274495.18
2007-11-27, 15454310.45, 5363635.45, 13770187.95, 473047317.07, 469686910.55, 6043032.73, 7727155.22, 3360406.52
2007-11-28, 87263421.33, 4663311.34, 50313341.02, 353747984.24, 349371592.21, 6681630.35, 43631710.67, 4376392.03
2007-11-29, 22422305.90, 5211760.95, 15760296.09, 388132197.29, 384745165.38, 4549143.15, 11211152.95, 3387031.91
2007-11-30, 34384280.92, 4794526.24, 23255767.77, 301814468.21, 297859794.68, 6063627.31, 17192140.46, 3954673.54
2007-12-01, 158676546.37, 4625682.42, 83743330.31, 96933081.36, 94181497.42, 4405057.13, 79338273.19, 2751583.94
2007-12-02, 54767674.57, 4607771.98, 32178973.50, 855524861.69, 852534193.39, 4795136.21, 27383837.29, 2990668.30
2007-12-03, 74462152.15, 4519911.93, 42197405.68, 67727473.83, 63528111.01, 4966329.60, 37231076.08, 4199362.82
2007-12-04, 63714519.26, 5253455.49, 36987368.30, 794682152.66, 790474714.54, 5130108.67, 31857259.63, 4207438.11
2007-12-05, 26227738.42, 5530896.57, 18725911.64, 1045736662.04, 1042191718.00, 5612042.43, 13113869.21, 3544944.05
2007-12-06, 26933373.63, 5950682.61, 18163298.81, 992037554.11, 989214384.27, 4696611.99, 13466686.82, 2823169.84
2007-12-07, 157831028.61, 6219399.20, 85090810.43, 985250739.48, 982132837.59, 6175296.13, 78915514.30, 3117901.89
2007-12-08, 98525716.37, 6409900.53, 54853984.89, 322494704.40, 318168421.48, 5591126.70, 49262858.19, 4326282.92
2007-12-09, 128745101.10, 4489121.93, 68811188.86, 230900862.02, 227109062.33, 4438638.31, 64372550.55, 3791799.69
2007-12-10, 90752612.65, 6308686.48, 50796942.20, 121942414.92, 117863260.27, 5420635.88, 45376306.32, 4079154.65
2007-12-11, 32067185.22, 4986044.37, 22017766.11, 989687595.91, 986471158.02, 5984173.50, 16033592.61, 3216437.90
2007-12-12, 111903464.85, 5747655.25, 61018558.37, 683951564.04, 679696371.67, 5066825.94, 55951732.43, 4255192.37
2007-12-13, 74465547.90, 4798413.65, 42306017.94, 214109710.64, 210876450.80, 5073243.99, 37232773.95, 3233259.84
2007-12-14, 44138817.65, 4510345.90, 26630968.66, 241899915.59, 238970839.59, 4561559.83, 22069408.83, 2929075.99
2007-12-15, 79182845.91, 4967790.48, 45251609.89, 410235679.10, 406083121.19, 5660186.94, 39591422.95, 4152557.91
2007-12-16, 19533071.86, 5611331.87, 14821609.53, 320552826.02, 316904773.83, 5055073.59, 9766535.93, 3648052.19
2007-12-17, 22112554.27, 6472239.66, 17264911.40, 122640405.99, 119465721.39, 6208634.27, 11056277.14, 3174684.61
2007-12-18, 56418239.48, 6315652.96, 33546270.20, 15891250.24, 12769658.43, 5337150.46, 28209119.74, 3121591.81
2007-12-19, 36217068.74, 4538835.88, 23805965.70, 1059199465.87, 1055301145.77, 5697431.33, 18108534.37, 3898320.09
2007-12-20, 73984686.28, 4660710.09, 42915593.31, 1015878552.47, 1012032019.49, 5923250.17, 36992343.14, 3846532.97
2007-12-21, 115660917.34, 4809049.53, 64200999.46, 56602020.60, 52778350.47, 6370540.78, 57830458.67, 3823670.13
2007-12-22, 148356058.43, 4718163.47, 79173033.37, 226776378.97, 222895806.18, 4995004.15, 74178029.21, 3880572.79
2007-12-23, 74597985.57, 4443449.59, 42502830.18, 218369298.97, 214954947.04, 5203837.39, 37298992.78, 3414351.93
2007-12-24, 21983148.98, 4490872.71, 16188217.14, 365547549.47, 361605705.66, 5196642.65, 10991574.49, 3941843.80
2007-12-25, 57007681.51, 6307246.66, 34859319.71, 33728627.33, 30195728.13, 6355478.96, 28503840.75, 3532899.20
2007-12-26, 52406444.72, 4891870.39, 32141723.24, 442278399.76, 438445952.37, 5938500.88, 26203222.36, 3832447.39
2007-12-27, 123049659.57, 6257862.12, 67082745.96, 126497118.04, 123073770.61, 5557916.17, 61524829.79, 3423347.43
2007-12-28, 93757657.20, 4613493.75, 51362350.95, 1087346336.39, 1084117913.16, 4483522.35, 46878828.60, 3228423.23
2007-12-29, 28366372.28, 5103051.95, 18926796.38, 245866541.00, 241889726.18, 4743610.24, 14183186.14, 3976814.82
2007-12-30, 43187524.12, 5842026.94, 26537588.71, 791990743.72, 788340315.67, 4943826.65, 21593762.06, 3650428.05
2007-12-31, 140091836.01, 4603632.28, 75668754.73, 691814283.01, 688476324.92, 5622836.72, 70045918.00, 3337958.09
2008-01-01, 77958668.45, 4887945.74, 44271374.86, 558617220.46, 554499074.64, 5292040.64, 38979334.22, 4118145.82
2008-01-02, 14331485.51, 5168425.96, 13007810.32, 111475817.10, 107581719.88, 5842067.56, 7165742.76, 3894097.22
2008-01-03, 135848128.20, 4609103.98, 72952454.19, 831989061.86, 828228376.04, 5028390.09, 67924064.10, 3760685.83
2008-01-04, 139580895.66, 5200013.65, 75336007.35, 747525757.95, 744076533.69, 5545559.52, 69790447.83, 3449224.26
2008-01-05, 19768729.79, 4673026.92, 14955151.26, 455072031.31, 451030896.70, 5070786.36, 9884364.89, 4041134.60
2008-01-06, 121881081.75, 5068288.08, 66584557.46, 172709467.76, 169230411.93, 5644016.58, 60940540.88, 3479055.83
2008-01-07, 60232823.16, 4722734.30, 35120723.79, 967146382.57, 964067475.30, 5004312.21, 30116411.58, 3078907.28
2008-01-08, 75664804.23, 5081495.25, 42873233.49, 466206839.70, 463091625.12, 5040831.37, 37832402.11, 3115214.58
2008-01-09, 25161841.00, 4942414.53, 18510657.63, 1170585121.92, 1167508764.24, 5929737.13, 12580920.50, 3076357.68
2008-01-10, 73432930.81, 4867547.64, 42483846.04, 233626369.26, 230571551.95, 5767380.64, 36716465.40, 3054817.31
2008-01-11, 115430299.42, 4940193.66, 63749006.69, 371151176.05, 367532496.42, 6033856.98, 57715149.71, 3618679.63
2008-01-12, 137808961.32, 4758231.31, 74683378.75, 838435521.79, 834356581.21, 5778898.09, 68904480.66, 4078940.57
2008-01-13, 59464090.66, 6196133.26, 35839370.54, 1138241488.59, 1134333745.48, 6107325.21, 29732045.33, 3907743.11
2008-01-14, 159297365.53, 5177648.72, 85740707.09, 1009005843.76, 1004898703.36, 6092024.32, 79648682.76, 4107140.41
2008-01-15, 46346182.80, 5620368.26, 28643875.71, 683390237.41, 680148776.33, 5470784.31, 23173091.40, 3241461.08
2008-01-16, 70035642.62, 5455743.93, 39714206.74, 270313143.91, 266426022.05, 4696385.43, 35017821.31, 3887121.86
2008-01-17, 143706233.44, 5270919.40, 76791225.85, 949250471.23, 945362967.64, 4938109.13, 71853116.72, 3887503.59
2008-01-18, 109730830.89, 5356507.46, 60844504.79, 542758500.45, 539332885.40, 5979089.34, 54865415.45, 3425615.05
2008-01-19, 70594128.85, 4870751.45, 40241670.65, 492565326.54, 489134367.43, 4944606.22, 35297064.43, 3430959.11
2008-01-20, 135466548.85, 5424477.96, 72678271.64, 362087237.16, 358850400.14, 4944997.22, 67733274.42, 3236837.02
2008-01-21, 90062748.40, 5564014.59, 50869858.87, 44630050.95, 40718292.84, 5838484.67, 45031374.20, 3911758.11
2008-01-22, 100375824.49, 4894179.04, 55495473.36, 281796120.34, 278128176.75, 5307561.11, 50187912.24, 3667943.59
2008-01-23, 88310347.86, 4755766.79, 49885459.26, 900744207.72, 897263562.27, 5730285.33, 44155173.93, 3480645.45
2008-01-24, 168543856.28, 6064946.63, 89655897.63, 93415146.86, 90017116.59, 5383969.49, 84271928.14, 3398030.27
2008-01-25, 105366629.82, 5528915.21, 58474290.91, 1008385330.93, 1004870494.44, 5790976.00, 52683314.91, 3514836.48
2008-01-26, 105414131.59, 5596731.25, 58787911.43, 588374391.09, 585180592.95, 6080845.63, 52707065.80, 3193798.15
2008-01-27, 88680807.33, 5384976.30, 49161140.68, 1096422310.45, 1092961872.38, 4820737.02, 44340403.66, 3460438.07
2008-01-28, 36679157.98, 5512177.85, 23509801.04, 275994833.19, 272388310.17, 5170222.05, 18339578.99, 3606523.02
2008-01-29, 67841933.56, 5895327.05, 39228809.90, 134455720.08, 131032250.84, 5307843.12, 33920966.78, 3423469.24
2008-01-30, 152407808.42, 4999849.89, 81266854.02, 54016582.30, 50253952.10, 5062949.81, 76203904.21, 3762630.21
2008-01-31, 128034299.96, 5614065.36, 69540611.65, 927126167.30, 923395503.65, 5523461.66, 64017149.98, 3730663.66
